District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
Nevada's 2nd,NV-02,66.4,1.8,22.7,4.4,2.0,2.6,70.4,1.9,19.2,4.7,1.9,1.9,70.3,1.9,19.3,3.6,2.1,2.7,75.4,2.0,14.8,3.8,2.1,2.0,"716,360","475,840","13,225","162,460","31,840","14,355","18,640","559,470","393,625","10,730","107,555","26,165","10,885","10,510","670,625","471,650","12,545","129,545","24,250","14,350","18,285","516,835","389,695","10,190","76,375","19,510","10,880","10,185"
Nevada's 3rd,NV-03,55.7,7.3,17.9,14.3,0.4,4.4,58.7,7.2,15.7,15.0,0.4,3.1,57.9,7.4,17.1,12.6,0.4,4.6,61.5,7.4,14.5,12.9,0.4,3.3,"811,150","451,900","58,930","145,300","116,310","3,240","35,470","634,860","372,380","45,590","99,570","95,070","2,515","19,735","759,810","440,030","56,500","129,990","95,395","3,230","34,665","586,960","361,215","43,375","84,880","75,885","2,505","19,100"
Nevada's 4th,NV-04,44.7,14.7,30.0,6.1,0.9,3.7,49.2,14.5,26.0,6.9,0.8,2.6,48.1,15.8,25.6,5.6,0.9,4.0,54.1,15.9,19.9,6.4,0.9,2.8,"752,520","336,290","110,810","225,540","45,710","6,400","27,770","561,175","276,270","81,335","146,145","38,495","4,525","14,405","690,130","331,790","109,370","176,370","38,745","6,380","27,475","502,445","271,945","80,040","99,790","32,045","4,500","14,125"
New Hampshire's 1st,NH-01,90.3,1.5,3.7,2.6,0.1,1.8,91.7,1.3,3.1,2.6,0.1,1.2,91.9,1.3,3.2,1.6,0.1,1.8,93.5,1.1,2.5,1.5,0.1,1.2,"680,150","614,430","10,320","24,965","17,710",650,"12,075","548,830","503,405","7,205","16,820","14,205",560,"6,635","661,330","607,895","8,780","21,320","10,780",625,"11,930","532,040","497,585","5,920","13,480","8,010",555,"6,490"
New Hampshire's 2nd,NH-02,90.1,1.3,3.8,2.9,0.2,1.8,91.2,1.2,3.2,2.8,0.2,1.4,91.6,1.0,3.5,1.9,0.2,1.8,92.9,1.0,2.8,1.7,0.2,1.4,"667,980","601,815","8,405","25,525","19,080","1,180","11,975","539,325","491,790","6,515","17,520","15,095",940,"7,465","650,455","596,115","6,730","22,600","12,225","1,140","11,645","523,420","486,285","5,300","14,805","8,955",905,"7,170"
New Jersey's 1st,NJ-01,62.4,16.4,13.7,5.3,0.1,2.1,65.5,16.0,11.6,5.3,0.1,1.4,64.4,16.8,12.3,4.3,0.1,2.2,68.0,16.4,9.9,4.2,0.1,1.5,"725,605","452,790","118,790","99,425","38,555",480,"15,565","563,600","369,430","90,310","65,625","29,900",340,"7,995","696,565","448,340","116,765","85,365","30,120",440,"15,535","537,615","365,365","88,385","53,230","22,345",305,"7,985"
New Jersey's 2nd,NJ-02,65.6,11.8,16.4,3.9,0.3,2.1,69.2,11.6,13.8,3.7,0.3,1.4,68.4,12.0,14.0,3.3,0.3,2.1,72.6,11.9,10.7,3.1,0.3,1.4,"714,915","469,205","84,030","117,425","27,575","1,880","14,800","562,340","389,370","65,140","77,550","21,065","1,600","7,615","681,170","465,630","81,665","95,280","22,185","1,860","14,550","531,250","385,930","63,085","57,020","16,230","1,580","7,405"
New Jersey's 3rd,NJ-03,74.7,10.5,8.5,3.7,0.0,2.5,77.0,10.4,7.2,3.7,0.0,1.7,76.1,10.4,7.8,3.0,0.1,2.5,78.8,10.3,6.3,2.9,0.0,1.7,"737,335","551,045","77,520","62,765","27,530",365,"18,110","585,460","451,030","60,945","41,925","21,455",280,"9,825","716,975","545,960","74,855","56,265","21,825",365,"17,705","566,445","446,135","58,615","35,655","16,170",280,"9,590"
New Jersey's 4th,NJ-04,77.6,6.2,10.5,4.4,0.0,1.2,78.9,6.5,9.3,4.6,0.0,0.7,80.4,6.0,8.6,3.8,0.0,1.2,82.4,6.2,6.8,3.8,0.0,0.8,"740,700","574,985","46,240","78,100","32,545",310,"8,520","560,960","442,510","36,415","51,910","25,685",260,"4,180","704,885","567,055","41,995","60,705","26,440",310,"8,380","527,925","435,040","32,695","35,880","20,015",260,"4,035"
New Jersey's 5th,NJ-05,69.0,4.8,14.0,10.6,0.2,1.4,70.8,4.9,12.9,10.4,0.2,0.9,72.2,4.8,12.7,8.6,0.2,1.4,74.8,4.9,11.2,8.2,0.2,0.9,"736,345","507,955","35,645","103,455","77,930","1,160","10,200","574,500","406,725","28,185","73,825","59,830",950,"4,985","688,805","497,545","33,070","87,665","59,410","1,135","9,980","531,395","397,295","25,790","59,300","43,320",925,"4,765"
New Jersey's 6th,NJ-06,47.4,10.0,22.1,18.9,0.1,1.5,50.3,10.1,19.9,18.6,0.1,1.0,52.6,10.8,20.2,14.6,0.1,1.7,56.9,11.0,17.1,13.8,0.1,1.1,"733,995","347,680","73,395","162,550","138,405",920,"11,045","575,050","289,430","57,955","114,310","106,950",720,"5,685","641,495","337,625","69,385","129,665","93,365",865,"10,590","492,135","280,110","54,200","84,210","67,700",670,"5,245"
New Jersey's 7th,NJ-07,70.8,4.6,12.6,10.5,0.1,1.5,73.0,4.5,11.4,10.1,0.1,0.9,74.6,4.6,10.6,8.6,0.1,1.6,77.7,4.6,8.8,7.9,0.1,0.9,"739,095","522,930","33,735","93,120","77,730",575,"11,005","572,300","417,845","25,985","64,990","57,940",390,"5,150","686,080","511,530","31,655","72,865","58,695",560,"10,775","524,415","407,645","24,015","46,110","41,285",380,"4,980"
New Jersey's 8th,NJ-08,26.0,9.1,54.5,9.1,0.1,1.3,27.9,8.9,52.3,9.9,0.1,0.9,30.3,10.6,51.1,6.3,0.1,1.6,34.0,10.7,47.4,6.7,0.1,1.1,"762,465","197,900","69,450","415,405","69,085",680,"9,945","595,875","166,295","53,060","311,500","59,160",475,"5,385","574,480","174,220","60,765","293,385","36,400",585,"9,125","422,865","143,880","45,085","200,405","28,340",385,"4,770"
New Jersey's 9th,NJ-09,37.9,9.3,38.1,13.4,0.1,1.2,40.3,9.2,35.4,14.0,0.1,0.9,42.2,10.4,35.0,10.9,0.1,1.4,46.1,10.6,31.1,11.1,0.1,1.0,"752,445","285,145","69,670","286,825","100,845",750,"9,210","585,155","236,055","53,905","207,285","81,875",635,"5,400","627,780","265,175","65,365","219,545","68,350",730,"8,615","473,040","217,885","50,140","147,220","52,295",610,"4,890"
New Jersey's 10th,NJ-10,19.5,50.6,20.8,7.4,0.2,1.4,21.2,50.4,19.1,8.0,0.2,1.1,20.8,53.0,18.9,5.5,0.2,1.6,23.0,53.2,16.5,5.9,0.2,1.2,"751,860","146,960","380,705","156,335","55,655","1,530","10,675","577,520","122,570","290,935","110,075","46,335","1,140","6,465","654,185","136,170","346,410","123,630","36,235","1,530","10,210","490,185","112,725","260,630","80,885","28,780","1,140","6,025"
New Jersey's 11th,NJ-11,73.0,3.6,11.6,10.2,0.0,1.6,74.7,3.7,10.5,10.0,0.0,1.0,76.1,3.5,10.6,8.1,0.0,1.7,78.5,3.6,9.2,7.6,0.0,1.0,"735,095","536,255","26,440","85,200","75,185",315,"11,700","581,540","434,655","21,440","61,255","58,440",200,"5,550","689,500","524,720","24,390","72,955","55,710",315,"11,410","540,050","424,080","19,660","49,695","41,095",200,"5,320"
New Jersey's 12th,NJ-12,46.3,17.0,17.9,17.2,0.1,1.5,49.9,16.8,15.7,16.6,0.1,0.9,51.3,18.4,14.7,13.8,0.1,1.7,56.3,18.4,11.5,12.6,0.1,1.0,"748,660","346,565","127,130","134,130","128,935","1,000","10,900","582,695","290,515","97,620","91,725","96,910",635,"5,290","649,900","333,130","119,855","95,725","89,485",970,"10,735","494,865","278,770","91,175","56,740","62,430",605,"5,145"
New Mexico's 1st,NM-01,39.5,2.4,50.1,2.5,3.8,1.7,43.5,2.4,46.3,2.5,3.8,1.4,41.5,2.3,48.4,1.9,4.1,1.8,46.2,2.5,44.0,1.9,4.0,1.4,"695,710","274,930","16,470","348,475","17,055","26,690","12,090","546,225","237,830","13,320","252,965","13,900","20,515","7,695","655,160","271,815","15,300","317,270","12,440","26,680","11,655","508,335","234,915","12,480","223,480","9,695","20,500","7,265"
New Mexico's 2nd,NM-02,36.2,1.7,55.3,0.9,4.8,1.0,40.4,1.8,51.3,0.9,4.7,0.8,38.6,1.7,52.8,0.6,5.2,1.1,43.7,1.9,47.8,0.6,5.1,0.9,"700,115","253,790","12,035","387,310","6,060","33,570","7,350","526,355","212,670","9,580","270,125","4,925","24,675","4,380","649,805","250,505","11,330","343,195","3,975","33,565","7,235","479,695","209,685","8,985","229,075","2,980","24,670","4,300"
New Mexico's 3rd,NM-03,36.9,1.5,40.9,1.3,17.7,1.7,40.9,1.4,38.4,1.4,16.6,1.3,38.0,1.4,39.5,0.9,18.4,1.7,42.3,1.4,36.6,0.9,17.4,1.3,"696,615","257,385","10,175","285,030","8,830","123,400","11,795","531,410","217,090","7,635","204,280","7,325","88,435","6,645","671,270","255,280","9,730","265,100","6,025","123,400","11,735","508,255","215,055","7,275","186,100","4,805","88,435","6,585"
New York's 1st,NY-01,74.1,5.1,15.4,4.0,0.2,1.1,77.0,4.9,13.0,4.1,0.2,0.8,77.6,5.1,13.0,2.9,0.2,1.2,81.3,4.8,10.0,2.9,0.2,0.8,"716,530","531,035","36,830","110,500","28,840","1,285","8,040","568,570","437,980","27,710","73,970","23,380","1,105","4,425","675,210","523,860","34,610","87,655","19,890","1,285","7,910","530,430","431,040","25,685","53,100","15,210","1,105","4,290"
New York's 2nd,NY-02,61.8,9.4,23.8,3.5,0.2,1.3,64.8,9.3,21.2,3.6,0.2,0.9,65.8,9.5,20.0,3.1,0.2,1.3,69.8,9.4,16.6,3.1,0.2,1.0,"711,845","439,810","67,150","169,480","25,185","1,250","8,970","556,565","360,670","51,690","118,095","19,950",995,"5,165","659,935","434,305","62,860","132,215","20,500","1,250","8,805","509,190","355,360","47,680","84,620","15,535",995,"5,000"
New York's 3rd,NY-03,67.8,3.1,10.7,16.9,0.1,1.4,70.0,3.1,9.5,16.4,0.1,0.9,71.6,3.0,9.2,14.5,0.1,1.4,74.7,3.0,7.7,13.6,0.1,0.9,"727,150","493,065","22,580","77,570","122,945",920,"10,070","572,760","400,835","17,615","54,460","94,050",650,"5,150","677,285","485,220","20,555","62,605","98,515",910,"9,480","526,890","393,515","15,755","40,755","71,570",650,"4,645"
New York's 4th,NY-04,55.7,14.5,21.4,7.0,0.2,1.3,58.0,14.6,19.4,7.0,0.1,0.9,60.1,14.7,17.4,6.2,0.2,1.4,63.6,14.8,14.3,6.1,0.1,1.0,"723,355","402,780","104,915","154,805","50,555","1,095","9,205","564,735","327,365","82,220","109,730","39,590",750,"5,080","659,620","396,750","96,935","114,825","41,125","1,030","8,955","505,280","321,540","74,895","72,495","30,805",680,"4,865"
New York's 5th,NY-05,11.4,49.9,19.5,16.8,0.5,1.9,11.7,50.6,18.4,17.1,0.5,1.7,12.6,52.0,18.2,14.8,0.5,2.0,13.3,53.2,16.4,14.8,0.5,1.7,"771,100","88,085","384,530","150,645","129,275","3,605","14,960","602,140","70,610","304,620","110,705","102,865","2,890","10,450","662,140","83,725","344,220","120,195","97,960","3,125","12,915","502,220","66,710","267,310","82,540","74,560","2,430","8,670"
New York's 6th,NY-06,34.0,3.7,20.0,40.1,0.3,1.9,35.1,3.8,18.8,40.7,0.3,1.4,39.7,4.3,20.2,33.3,0.4,2.1,42.3,4.5,18.6,32.6,0.4,1.5,"729,460","248,135","27,140","146,010","292,455","2,055","13,665","588,470","206,270","22,300","110,635","239,680","1,580","8,005","576,735","228,825","24,920","116,690","192,100","2,055","12,145","444,735","188,180","20,215","82,895","145,200","1,580","6,665"
New York's 7th,NY-07,31.7,8.4,39.9,18.1,0.2,1.8,31.4,8.7,38.8,19.5,0.2,1.3,35.6,9.5,37.9,14.9,0.2,2.0,36.3,10.3,36.0,15.8,0.2,1.5,"730,825","231,825","61,555","291,345","131,915","1,125","13,060","561,600","176,565","48,975","217,990","109,740",885,"7,445","602,950","214,390","57,540","228,225","89,700","1,045","12,050","441,435","160,090","45,255","158,970","69,760",815,"6,545"
New York's 8th,NY-08,24.7,49.9,17.6,5.8,0.1,1.8,26.8,49.4,16.2,6.0,0.1,1.5,25.3,51.1,17.0,4.8,0.1,1.7,27.8,50.7,15.2,4.8,0.1,1.4,"772,575","191,165","385,240","135,990","45,145",995,"14,040","608,040","163,170","300,175","98,405","36,470",890,"8,930","688,990","174,325","351,765","116,975","33,255",905,"11,765","530,300","147,310","269,110","80,655","25,270",795,"7,160"
New York's 9th,NY-09,32.7,46.1,11.7,7.2,0.1,2.3,32.4,47.0,11.3,7.3,0.1,1.8,34.8,45.6,11.0,6.3,0.1,2.2,35.1,46.5,10.4,6.3,0.1,1.7,"726,820","237,360","335,160","84,730","52,185",695,"16,690","567,230","183,995","266,735","63,940","41,645",595,"10,320","625,885","217,865","285,210","68,865","39,485",590,"13,870","474,655","166,495","220,495","49,140","29,995",485,"8,045"
New York's 10th,NY-10,62.1,3.6,12.9,19.1,0.2,2.1,61.7,3.9,12.8,19.8,0.1,1.6,66.2,3.8,11.9,15.8,0.2,2.1,66.7,4.3,11.4,15.9,0.2,1.6,"731,475","454,045","26,075","94,705","139,910","1,235","15,505","589,710","363,945","23,235","75,230","116,825",825,"9,650","625,785","414,200","23,925","74,555","98,650","1,190","13,265","489,905","326,615","21,095","55,705","77,960",780,"7,750"
New York's 11th,NY-11,59.1,7.2,17.3,14.6,0.1,1.7,61.3,6.9,15.6,14.9,0.1,1.3,62.2,7.2,16.3,12.6,0.1,1.6,65.4,6.9,14.0,12.4,0.1,1.1,"730,635","431,635","52,265","126,465","106,765",855,"12,650","570,135","349,365","39,195","88,775","84,755",730,"7,315","654,240","406,725","47,145","106,875","82,215",855,"10,425","499,445","326,420","34,465","70,170","62,090",730,"5,570"
New York's 12th,NY-12,64.9,4.7,13.7,14.4,0.1,2.2,66.3,4.6,13.0,14.5,0.1,1.5,68.2,5.0,13.2,11.2,0.1,2.4,70.1,4.9,12.4,11.0,0.1,1.6,"721,820","468,325","33,740","98,785","104,085",890,"15,995","636,535","422,175","29,145","82,795","92,120",680,"9,620","625,870","426,670","31,020","82,485","70,105",820,"14,770","545,205","382,325","26,610","67,375","59,805",615,"8,475"
New York's 13th,NY-13,14.6,24.4,54.6,4.6,0.1,1.7,16.2,24.6,52.6,5.1,0.1,1.4,15.9,27.6,50.8,3.7,0.1,1.9,18.2,28.4,47.7,4.0,0.1,1.6,"767,700","112,000","187,660","419,035","35,390",915,"12,700","609,885","98,800","149,955","320,495","31,245",690,"8,700","629,350","100,075","173,560","319,985","23,070",865,"11,795","481,900","87,675","136,830","229,660","19,210",635,"7,890"
New York's 14th,NY-14,22.6,9.4,49.6,17.1,0.1,1.2,24.4,9.8,47.0,17.6,0.2,1.1,26.8,11.3,45.8,14.7,0.2,1.3,30.5,12.3,41.2,14.7,0.2,1.1,"694,615","156,800","65,155","344,510","118,705",895,"8,550","553,340","135,150","54,190","259,830","97,425",855,"5,890","526,800","141,280","59,275","241,235","77,235",820,"6,955","395,605","120,470","48,670","163,005","58,195",780,"4,485"
New York's 15th,NY-15,2.7,28.3,66.1,1.9,0.2,0.8,2.9,28.4,65.7,2.0,0.2,0.8,3.0,30.8,63.3,1.7,0.3,0.9,3.4,31.6,62.0,1.9,0.3,0.8,"744,475","20,030","210,335","492,320","14,120","1,700","5,970","537,880","15,825","152,740","353,245","10,895","1,140","4,035","595,925","17,665","183,690","377,355","10,305","1,655","5,255","404,575","13,700","127,930","250,945","7,530","1,100","3,370"
New York's 16th,NY-16,35.7,31.3,25.8,5.4,0.2,1.5,37.3,31.9,24.1,5.5,0.2,1.1,38.4,31.3,23.9,4.5,0.2,1.6,40.6,31.8,21.6,4.6,0.2,1.1,"744,275","265,865","233,205","191,960","40,210","1,670","11,365","581,120","216,580","185,265","139,815","32,040","1,230","6,190","656,180","251,760","205,330","157,150","29,540","1,625","10,775","501,425","203,820","159,520","108,075","23,155","1,190","5,665"
New York's 17th,NY-17,60.2,9.8,22.3,6.0,0.1,1.6,61.3,10.2,20.8,6.6,0.1,1.1,65.3,9.8,18.0,5.0,0.1,1.8,67.8,10.3,15.2,5.5,0.1,1.2,"739,325","444,735","72,345","164,880","44,480",905,"11,980","558,335","342,060","56,965","116,000","36,710",715,"5,885","662,320","432,250","64,870","119,455","33,300",800,"11,645","487,360","330,440","50,225","73,840","26,630",615,"5,610"
New York's 18th,NY-18,68.5,9.2,17.1,3.1,0.2,2.0,70.7,9.2,15.3,3.2,0.2,1.3,70.7,9.1,15.4,2.5,0.2,2.0,73.6,9.2,13.2,2.5,0.2,1.3,"722,790","494,900","66,150","123,360","22,655","1,625","14,100","556,525","393,460","51,360","85,180","18,015","1,245","7,265","690,100","488,010","62,855","106,510","17,245","1,580","13,900","525,735","386,855","48,310","69,160","13,145","1,200","7,065"
New York's 19th,NY-19,84.2,4.2,7.8,1.7,0.1,2.0,86.0,4.3,6.7,1.7,0.1,1.3,85.7,4.1,6.8,1.3,0.1,2.0,87.8,4.1,5.5,1.2,0.1,1.3,"698,755","588,260","29,480","54,490","11,655",865,"14,005","569,480","489,530","24,230","38,010","9,440",770,"7,500","679,400","582,505","27,565","45,965","8,605",865,"13,895","551,235","484,000","22,390","30,130","6,540",770,"7,405"
New York's 20th,NY-20,76.1,8.8,6.5,5.3,0.2,3.1,79.0,8.3,5.5,5.1,0.2,2.0,78.4,8.7,6.3,3.4,0.1,3.1,81.7,8.2,5.1,3.0,0.2,1.9,"725,985","552,570","63,855","47,340","38,155","1,200","22,865","583,370","461,015","48,400","31,820","29,515","1,055","11,565","696,685","546,090","60,690","43,570","23,730","1,040","21,565","557,270","455,245","45,640","28,270","16,745",895,"10,475"
New York's 21st,NY-21,90.2,2.9,3.4,1.1,0.9,1.5,90.8,3.1,3.1,1.1,0.8,1.0,90.9,2.8,3.2,0.8,0.9,1.5,91.6,3.0,2.8,0.8,0.8,1.0,"703,075","634,295","20,725","24,125","7,630","6,050","10,250","559,865","508,190","17,440","17,595","6,215","4,655","5,770","692,725","629,595","19,625","21,855","5,585","6,000","10,065","550,190","503,790","16,430","15,460","4,270","4,625","5,615"
New York's 22nd,NY-22,87.3,3.8,3.9,2.8,0.2,2.0,89.0,3.5,3.2,2.7,0.2,1.3,88.6,3.7,3.8,1.8,0.2,2.0,90.4,3.4,3.1,1.6,0.2,1.3,"696,135","607,545","26,470","26,915","19,665","1,475","14,065","553,990","493,165","19,445","17,775","15,025","1,255","7,325","680,365","602,755","24,905","25,665","12,010","1,430","13,600","540,575","488,795","18,195","16,665","8,690","1,210","7,020"
New York's 23rd,NY-23,88.3,2.7,4.0,2.4,0.5,2.0,89.5,2.7,3.4,2.6,0.5,1.3,89.6,2.7,3.8,1.4,0.5,2.0,91.0,2.7,3.2,1.3,0.5,1.3,"695,215","614,200","18,775","27,765","16,725","3,765","13,985","555,210","496,700","15,245","18,890","14,230","2,720","7,425","679,875","609,225","18,075","26,040","9,410","3,720","13,405","540,825","492,090","14,605","17,280","7,140","2,685","7,025"
New York's 24th,NY-24,81.7,8.1,4.5,2.7,0.4,2.6,84.4,7.3,3.7,2.6,0.4,1.6,83.3,7.8,4.2,1.8,0.4,2.5,86.1,7.1,3.3,1.6,0.4,1.5,"704,755","575,930","57,120","31,740","19,160","2,620","18,185","555,570","468,715","40,830","20,705","14,530","2,140","8,650","685,305","571,010","53,695","28,590","12,020","2,545","17,445","539,405","464,290","38,485","17,920","8,410","2,100","8,200"
New York's 25th,NY-25,69.8,15.1,9.0,3.8,0.2,2.1,73.5,13.8,7.6,3.7,0.2,1.3,71.3,15.1,8.8,2.4,0.2,2.1,75.2,13.8,7.2,2.2,0.2,1.3,"716,720","500,270","107,945","64,700","27,260","1,290","15,255","566,585","416,230","77,975","42,780","21,170","1,070","7,360","689,785","491,845","104,240","61,005","16,660","1,280","14,755","543,205","408,630","75,005","39,365","12,120","1,060","7,025"
New York's 26th,NY-26,68.5,17.8,6.7,4.3,0.3,2.4,72.3,16.5,5.5,4.0,0.3,1.4,70.2,17.8,6.7,2.6,0.4,2.3,74.1,16.6,5.4,2.2,0.3,1.4,"709,535","485,850","126,135","47,800","30,540","2,440","16,770","564,050","407,670","93,145","30,985","22,385","1,910","7,955","680,840","477,930","121,295","45,795","17,440","2,400","15,980","540,720","400,870","89,705","29,225","11,690","1,865","7,365"
New York's 27th,NY-27,91.9,2.3,2.7,1.1,0.7,1.4,92.8,2.4,2.3,1.1,0.7,0.8,92.4,2.3,2.4,0.8,0.7,1.4,93.4,2.4,2.0,0.8,0.7,0.8,"715,340","657,165","16,805","19,010","7,750","4,885","9,725","572,135","530,660","13,925","12,935","6,065","3,835","4,715","706,380","652,770","16,120","17,095","5,910","4,810","9,675","563,780","526,490","13,330","11,105","4,425","3,760","4,670"
North Carolina's 1st,NC-01,46.1,42.7,7.2,0.7,0.9,2.3,51.0,41.6,4.9,0.8,0.7,0.9,47.5,43.9,5.1,0.6,0.7,2.1,50.7,43.7,2.8,0.6,0.8,1.4,"721,397","332,909","308,278","51,766","5,206","6,371","16,790","560,784","286,145","233,512","27,417","4,521","4,111","5,078","699,499","332,400","307,399","35,456","4,428","5,210","14,605","543,603","275,423","237,716","15,473","3,454","4,112","7,424"
North Carolina's 2nd,NC-02,59.2,19.7,10.2,0.3,7.9,2.6,64.2,19.9,8.4,5.8,0.3,1.4,63.5,20.9,7.4,5.6,0.3,2.3,67.2,21.1,4.7,5.0,0.3,1.6,"868,611","514,298","171,438","88,955","2,614","68,582","22,656","548,630","352,421","109,382","46,062","31,629","1,570","7,566","796,831","505,641","166,934","58,932","44,255","2,486","18,582","599,859","403,299","126,667","28,299","30,053","1,906","9,636"
North Carolina's 3rd,NC-03,66.8,19.2,9.1,0.4,1.5,3.0,71.0,20.0,6.1,1.3,0.4,1.2,68.5,19.7,7.3,1.2,0.4,2.9,71.5,19.8,5.3,1.2,0.4,1.8,"754,532","504,243","145,232","68,293","2,691","11,575","22,642","564,228","400,468","112,902","34,491","7,215","2,313","6,839","734,642","503,051","145,018","53,646","8,661","2,744","21,522","570,655","408,181","113,252","30,035","6,911","2,138","10,138"
North Carolina's 4th,NC-04,57.1,25.0,10.5,0.2,4.1,3.0,60.9,25.2,8.5,3.9,0.3,1.3,60.4,26.4,7.2,3.0,0.3,2.7,64.0,26.7,4.1,3.0,0.3,1.8,"835,409","477,322","208,578","88,005","2,037","34,196","25,296","558,324","339,761","140,550","47,436","21,757","1,728","7,092","779,310","470,758","206,124","55,934","23,194","2,071","21,230","599,262","383,533","160,044","24,848","18,111","1,781","10,945"
North Carolina's 5th,NC-05,80.5,10.2,5.7,0.3,1.5,1.8,84.8,9.2,3.8,1.1,0.3,0.8,82.3,10.4,4.1,1.2,0.4,1.6,85.2,10.0,2.5,1.1,0.4,0.9,"745,489","599,797","75,965","42,717","2,578","10,972","13,285","569,695","483,103","52,694","21,807","6,139","1,453","4,499","727,457","598,659","75,972","29,933","8,649","2,608","11,637","575,283","489,901","57,536","14,309","6,291","2,067","5,178"
North Carolina's 6th,NC-06,50.2,32.7,10.0,0.4,4.1,2.6,57.4,30.6,7.3,3.0,0.4,1.3,52.8,34.3,7.5,2.8,0.4,2.3,57.4,34.0,4.3,2.4,0.4,1.5,"787,635","395,292","257,398","78,995","2,864","32,323","20,758","560,036","321,555","171,399","40,821","17,059","2,072","7,130","741,551","391,561","254,159","55,400","20,492","2,930","17,009","566,812","325,140","192,668","24,458","13,794","2,371","8,381"
North Carolina's 7th,NC-07,70.6,16.6,9.1,0.8,0.8,2.1,73.6,17.2,6.7,0.7,0.9,1.0,72.9,17.1,6.5,0.6,0.8,2.0,76.5,16.9,3.7,0.6,0.9,1.4,"816,845","576,523","135,761","74,230","6,538","6,509","17,382","565,291","416,244","97,166","37,746","3,880","4,865","5,390","786,461","573,166","134,644","51,350","4,927","6,600","15,776","616,859","471,695","104,291","23,123","3,921","5,296","8,532"
North Carolina's 8th,NC-08,56.5,25.0,11.5,0.8,2.6,3.6,63.5,24.0,8.1,2.0,0.9,1.6,58.4,25.8,9.7,2.0,0.9,3.3,62.1,25.9,7.2,1.9,0.9,2.1,"797,408","450,696","199,206","92,013","6,632","20,392","28,401","537,684","341,297","128,922","43,314","10,782","4,906","8,463","768,129","448,494","198,324","74,271","14,993","6,692","25,355","569,823","353,659","147,613","40,829","10,786","4,906","12,030"
North Carolina's 9th,NC-09,59.5,18.0,8.5,8.0,3.7,2.3,63.9,18.1,6.4,2.4,8.1,1.2,61.6,18.8,6.5,2.6,8.4,2.1,64.7,19.0,4.2,2.3,8.4,1.4,"796,371","473,786","143,610","67,446","63,504","29,218","18,702","537,951","343,483","97,114","34,681","12,764","43,612","6,297","759,003","467,389","143,035","49,314","19,498","63,702","16,064","563,534","364,884","107,139","23,548","12,819","47,476","7,669"
North Carolina's 10th,NC-10,77.6,9.9,8.4,0.3,2.0,1.8,82.2,9.7,5.8,1.3,0.3,0.8,80.2,10.2,6.0,1.6,0.3,1.7,83.6,10.2,3.6,1.3,0.3,1.0,"759,208","589,366","75,316","63,533","1,955","15,238","13,892","557,827","458,521","54,064","32,261","7,369","1,427","4,185","733,339","588,361","75,058","44,308","11,534","1,963","12,115","569,006","475,462","58,289","20,713","7,478","1,605","5,459"
North Carolina's 11th,NC-11,85.8,3.9,6.1,1.5,0.9,1.8,89.2,3.6,4.2,0.7,1.2,1.0,87.9,4.0,4.3,0.7,1.5,1.6,90.6,3.9,2.4,0.6,1.4,1.0,"767,772","658,892","29,980","46,851","11,385","7,241","13,556","586,944","523,438","21,115","24,899","4,233","7,208","6,051","745,569","655,576","29,649","31,876","5,252","11,394","11,822","605,309","548,289","23,557","14,811","3,818","8,749","6,085"
North Carolina's 12th,NC-12,40.7,36.3,14.8,0.3,5.2,2.8,47.7,34.4,11.8,4.3,0.3,1.5,44.5,39.4,9.9,3.4,0.3,2.5,49.3,39.3,6.0,3.2,0.3,1.9,"862,508","350,806","313,460","127,476","2,281","44,563","24,022","547,264","261,225","188,113","64,422","23,676","1,882","7,946","773,762","344,301","304,750","76,989","26,047","2,245","19,430","578,554","285,112","227,243","34,610","18,517","1,955","11,116"
North Carolina's 13th,NC-13,73.3,13.4,9.6,0.3,1.2,2.2,78.1,13.2,6.6,0.9,0.4,0.8,76.1,14.1,6.5,1.0,0.3,2.0,80.0,14.2,3.3,0.9,0.3,1.4,"751,691","550,759","101,080","72,386","2,220","8,985","16,171","559,190","436,664","73,836","36,973","5,304","2,148","4,265","721,240","549,193","101,348","46,910","7,056","2,233","14,500","556,081","444,780","78,764","18,291","4,973","1,717","7,555"
